Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8.5,66,No,5,7,62
4.5,89,Yes,4,1,73
5.5,92,No,5,10,79
7.5,49,No,5,5,37
8.5,52,No,5,3,46
7.5,83,Yes,7,2,75
2.5,41,Yes,7,5,18
4.5,65,Yes,5,5,48
1.5,54,No,4,2,26
9.5,85,Yes,4,6,82
3.5,96,No,4,7,75
3.5,49,Yes,4,1,31
9.5,61,No,9,3,60
3.5,79,No,9,4,61
8.5,64,Yes,6,2,59
2.5,54,No,5,10,29
3.5,52,Yes,5,5,34
2.5,47,Yes,6,4,31
1.5,60,Yes,4,2,32
2.5,60,Yes,8,1,37
8.5,61,Yes,8,8,57
9.5,85,No,6,2,83
2.5,72,Yes,8,4,51
7.5,84,No,7,10,77
5.5,66,Yes,5,5,53
3.5,79,No,8,2,61
9.5,89,No,9,10,92
6.5,61,Yes,9,9,53
1.5,69,No,7,2,44
5.5,48,Yes,5,6,33
7.5,84,Yes,7,7,78
4.5,74,Yes,5,6,56
8.5,57,No,5,4,53
5.5,81,No,8,1,69
9.5,44,No,9,2,42
9.5,66,No,6,10,64
9.5,96,Yes,8,10,100
1.5,45,Yes,4,6,18
2.5,71,No,7,8,48
3.5,47,No,4,3,25
4.5,95,Yes,5,7,81
9.5,78,No,8,9,80
6.5,60,Yes,4,4,50
1.5,57,No,4,7,28
9.5,53,No,9,7,52
6.5,54,No,4,10,42
4.5,81,Yes,9,9,68
4.5,65,Yes,9,3,49
3.5,92,No,5,1,73
7.5,83,No,9,8,76
3.5,71,No,5,4,49
2.5,78,No,9,2,59
8.5,67,No,9,5,63
4.5,99,No,5,4,84
8.5,78,No,4,1,69
1.5,82,No,7,7,56
5.5,71,Yes,8,4,56
9.5,52,Yes,8,8,50
1.5,54,Yes,5,9,28
4.5,57,Yes,4,8,39
6.5,78,No,7,1,67
8.5,45,Yes,6,8,38
3.5,94,Yes,5,5,73
5.5,50,No,6,1,35
7.5,71,Yes,8,9,69
1.5,79,Yes,8,9,57
7.5,59,Yes,7,7,53
8.5,72,Yes,7,7,68
8.5,79,Yes,6,1,70
9.5,47,No,8,9,46
6.5,90,No,7,1,77
6.5,74,No,7,7,66
2.5,44,Yes,8,9,27
3.5,74,Yes,8,9,55
4.5,86,Yes,4,5,69
4.5,53,No,9,6,35
8.5,60,Yes,7,2,57
1.5,86,Yes,6,2,64
4.5,63,Yes,5,10,48
4.5,56,Yes,5,9,41
1.5,57,No,8,1,32
3.5,73,No,9,10,57
5.5,51,Yes,6,5,37
6.5,55,No,4,7,42
9.5,43,No,7,10,44
9.5,64,No,4,6,62
9.5,73,Yes,6,6,70
1.5,67,No,4,6,45
9.5,85,No,8,8,83
8.5,50,Yes,5,7,49
2.5,52,No,8,5,28
1.5,70,No,7,10,46
1.5,99,No,8,2,76
6.5,64,Yes,6,10,55
9.5,78,Yes,6,6,77
7.5,49,No,7,10,45
5.5,63,Yes,7,5,51
2.5,40,Yes,5,4,18
1.5,92,Yes,4,10,67
2.5,64,No,5,5,43
1.5,67,No,8,9,43
3.5,75,Yes,4,2,57
6.5,57,No,7,6,49
8.5,45,Yes,6,9,41
3.5,41,Yes,8,10,25
9.5,42,No,5,5,39
5.5,85,Yes,9,6,74
7.5,47,Yes,9,10,41
8.5,70,Yes,7,4,63
3.5,87,Yes,4,5,66
2.5,58,No,9,8,38
2.5,89,Yes,4,1,69
5.5,45,No,6,1,31
1.5,53,Yes,7,10,32
2.5,42,No,7,4,16
9.5,87,Yes,8,10,90
7.5,40,Yes,8,3,34
6.5,83,No,4,5,73
9.5,69,No,9,10,65
7.5,85,Yes,9,8,79
5.5,58,Yes,5,1,41
9.5,93,Yes,4,5,92
6.5,58,Yes,9,5,50
6.5,48,Yes,8,2,39
4.5,46,No,8,5,29
1.5,85,No,8,8,63
5.5,76,Yes,4,10,63
9.5,89,No,7,7,90
8.5,80,No,5,2,75
8.5,92,Yes,5,6,86
5.5,46,No,8,10,34
9.5,48,Yes,6,1,42
3.5,43,No,4,10,25
3.5,64,No,9,10,48
1.5,88,No,9,3,66
9.5,51,No,7,6,51
6.5,45,No,8,9,36
2.5,57,Yes,6,1,31
8.5,79,No,8,6,77
9.5,60,Yes,6,2,56
9.5,54,No,5,9,50
2.5,42,No,6,2,20
2.5,41,No,5,3,16
7.5,95,Yes,5,2,87
4.5,94,No,4,4,78
1.5,80,No,6,4,56
8.5,79,Yes,7,10,78
2.5,98,Yes,7,1,75
3.5,43,Yes,6,8,24
5.5,71,No,4,5,57
3.5,41,No,7,8,19
7.5,85,No,8,6,77
7.5,68,No,7,2,58
2.5,41,Yes,4,7,14
7.5,73,Yes,5,10,65
6.5,66,No,5,9,55
9.5,99,Yes,5,7,98
9.5,93,Yes,4,5,90
2.5,78,Yes,5,4,54
7.5,83,No,5,8,75
5.5,77,Yes,4,6,62
6.5,57,No,8,5,42
1.5,75,No,7,7,49
7.5,58,No,4,3,49
6.5,66,Yes,4,9,55
4.5,84,Yes,6,4,68
1.5,59,Yes,5,4,35
9.5,60,Yes,9,8,61
4.5,62,No,8,6,47
2.5,69,No,9,1,46
8.5,64,No,6,2,57
2.5,70,Yes,8,9,50
5.5,66,Yes,5,6,50
6.5,73,Yes,9,7,66
8.5,47,No,5,9,40
1.5,58,No,5,3,34
1.5,80,Yes,7,5,56
4.5,65,No,8,5,51
5.5,67,No,8,10,53
9.5,43,Yes,6,7,44
7.5,70,Yes,4,2,59
7.5,55,No,5,4,46
8.5,90,Yes,5,4,82
5.5,49,No,9,8,37
5.5,77,Yes,6,10,65
1.5,87,No,8,3,58
9.5,49,Yes,7,2,47
6.5,84,Yes,8,9,77
9.5,48,Yes,7,4,44
3.5,78,No,7,9,59
5.5,75,No,8,6,62
2.5,90,Yes,9,1,73
5.5,97,No,5,3,83
8.5,75,No,7,7,70
2.5,58,Yes,9,9,36
8.5,99,Yes,6,8,92
4.5,58,Yes,6,5,41
1.5,51,No,7,8,27
5.5,52,Yes,5,2,35
1.5,64,No,7,3,36
7.5,75,No,6,8,68
8.5,64,No,6,9,61
3.5,67,Yes,8,10,49
3.5,81,Yes,5,8,63
7.5,92,No,8,4,85
4.5,78,No,9,6,68
3.5,69,Yes,9,5,51
8.5,44,Yes,9,4,43
3.5,56,Yes,4,9,38
7.5,57,Yes,9,10,51
2.5,82,Yes,7,3,62
1.5,86,Yes,8,1,62
6.5,60,Yes,9,7,49
8.5,61,Yes,5,10,57
1.5,78,Yes,9,8,55
9.5,89,No,7,3,87
3.5,97,Yes,7,3,78
3.5,96,Yes,7,6,78
4.5,45,No,7,2,26
1.5,89,Yes,7,6,68
9.5,55,Yes,5,5,52
3.5,41,No,4,7,21
4.5,90,Yes,6,9,75
1.5,40,No,4,9,13
4.5,96,No,6,1,79
1.5,69,Yes,8,7,49
5.5,97,No,7,3,80
5.5,82,No,8,4,67
7.5,91,No,8,2,83
8.5,76,No,6,1,68
4.5,87,Yes,5,10,76
7.5,62,No,7,3,53
4.5,40,No,9,10,26
3.5,58,Yes,8,9,40
6.5,85,No,4,1,67
4.5,42,Yes,7,3,25
3.5,41,No,5,5,18
9.5,95,Yes,7,3,94
5.5,76,No,9,4,63
7.5,56,Yes,9,4,48
6.5,67,No,8,1,56
5.5,57,Yes,4,6,42
7.5,72,Yes,8,7,68
6.5,54,Yes,5,7,44
2.5,61,Yes,6,6,43
3.5,80,Yes,9,7,65
2.5,66,No,4,3,43
3.5,94,No,9,5,78
1.5,76,Yes,5,7,53
8.5,71,Yes,5,10,63
6.5,99,No,9,5,91
2.5,84,No,8,10,61
8.5,58,Yes,9,2,50
6.5,67,No,8,6,55
7.5,67,Yes,9,7,62
1.5,95,Yes,8,2,68
7.5,49,Yes,6,10,43
3.5,59,No,7,8,44
8.5,64,Yes,7,5,59
6.5,60,No,8,8,51
4.5,53,No,8,3,35
8.5,61,No,6,2,52
9.5,92,No,7,7,90
2.5,65,Yes,6,5,42
6.5,83,Yes,5,5,71
5.5,50,No,9,8,36
5.5,94,Yes,7,9,80
3.5,46,No,8,8,27
8.5,56,Yes,4,10,47
8.5,57,Yes,5,2,52
5.5,46,Yes,9,10,31
8.5,95,Yes,4,7,89
8.5,59,Yes,6,5,56
3.5,77,Yes,9,7,61
2.5,50,No,6,3,27
9.5,83,Yes,6,4,86
2.5,97,Yes,8,7,77
9.5,55,Yes,6,2,54
4.5,90,No,4,2,71
2.5,94,Yes,5,1,65
1.5,66,Yes,8,1,42
4.5,90,Yes,5,1,74
9.5,50,No,6,6,48
9.5,55,Yes,7,5,50
4.5,62,No,9,10,54
9.5,99,No,8,8,96
6.5,98,Yes,6,5,88
1.5,51,Yes,8,1,27
6.5,98,No,7,8,90
9.5,79,No,4,6,74
2.5,42,Yes,4,8,20
6.5,41,Yes,9,2,34
2.5,99,No,4,10,76
4.5,77,No,7,8,60
8.5,87,No,5,6,80
7.5,91,No,7,1,83
9.5,63,Yes,7,1,59
7.5,68,No,6,10,62
1.5,86,Yes,4,5,60
2.5,85,No,8,7,64
6.5,73,No,9,4,61
7.5,59,Yes,5,10,56
3.5,57,Yes,8,5,39
9.5,53,Yes,6,10,50
7.5,57,Yes,6,3,49
6.5,41,No,5,2,25
6.5,40,Yes,8,2,28
1.5,59,Yes,5,5,35
5.5,73,Yes,5,4,60
3.5,80,No,4,2,61
7.5,80,No,8,5,76
3.5,87,Yes,4,10,68
5.5,50,No,4,9,37
7.5,66,No,9,8,61
3.5,62,Yes,4,9,44
2.5,77,No,7,9,53
6.5,83,Yes,6,8,74
8.5,42,Yes,6,9,37
4.5,51,Yes,7,4,38
9.5,69,No,5,8,67
8.5,70,Yes,8,2,65
7.5,62,No,8,9,55
7.5,40,No,8,9,32
3.5,80,No,4,3,60
6.5,59,No,8,6,50
5.5,93,Yes,8,7,81
1.5,45,Yes,8,3,20
3.5,50,No,6,5,28
1.5,74,Yes,7,1,52
4.5,43,No,9,3,26
3.5,68,No,5,8,49
4.5,98,Yes,7,3,83
9.5,49,No,8,8,48
3.5,90,Yes,5,9,71
6.5,68,No,5,6,58
6.5,77,No,7,7,70
7.5,40,No,7,6,33
9.5,79,No,7,8,79
7.5,47,Yes,9,7,42
1.5,96,No,7,10,73
8.5,77,No,9,1,72
5.5,56,Yes,4,3,45
9.5,58,No,6,3,58
5.5,72,No,9,3,58
5.5,54,No,6,4,42
2.5,84,No,8,1,63
3.5,70,No,4,2,49
9.5,60,No,5,5,60
7.5,42,Yes,7,6,35
1.5,41,No,8,9,18
3.5,74,Yes,5,2,55
2.5,80,No,6,9,56
1.5,98,Yes,5,7,74
9.5,55,Yes,7,9,51
8.5,95,Yes,7,4,92
5.5,84,Yes,9,7,74
2.5,90,No,9,1,71
1.5,98,No,6,8,75
7.5,89,No,7,7,87
2.5,60,Yes,4,7,35
1.5,51,Yes,8,2,26
2.5,67,Yes,6,10,48
7.5,51,Yes,6,9,46
7.5,72,Yes,5,8,63
6.5,59,Yes,6,1,50
5.5,79,Yes,8,1,63
3.5,88,No,4,5,66
3.5,60,Yes,5,2,41
9.5,99,No,8,1,98
4.5,91,No,9,10,80
9.5,93,Yes,6,8,94
4.5,78,Yes,7,4,61
2.5,80,Yes,9,2,62
4.5,88,Yes,7,5,74
6.5,98,No,8,6,90
6.5,81,Yes,4,8,72
5.5,75,No,7,7,62
1.5,61,Yes,8,7,40
3.5,65,No,5,1,45
5.5,46,No,6,3,33
6.5,46,No,4,3,36
1.5,47,No,4,7,21
9.5,65,No,5,2,63
3.5,63,Yes,4,10,43
3.5,63,Yes,8,7,44
2.5,79,Yes,4,9,57
8.5,87,No,4,1,80
3.5,51,Yes,4,2,31
6.5,86,No,8,6,74
2.5,47,No,9,2,26
7.5,93,Yes,6,2,85
4.5,48,No,7,5,28
9.5,42,Yes,9,7,42
9.5,93,No,4,4,93
7.5,60,Yes,5,6,54
8.5,70,No,5,3,64
3.5,87,Yes,8,4,68
5.5,86,Yes,6,4,75
2.5,63,No,4,4,38
7.5,43,No,8,1,34
8.5,59,No,7,4,59
9.5,55,Yes,6,4,56
7.5,49,Yes,6,6,41
8.5,82,No,8,9,80
9.5,65,Yes,9,10,69
6.5,68,Yes,5,6,58
2.5,44,No,9,6,21
2.5,50,Yes,6,7,29
4.5,68,Yes,5,7,51
9.5,84,Yes,6,1,81
7.5,54,No,6,8,45
2.5,45,Yes,6,1,20
8.5,87,No,7,9,82
7.5,54,Yes,5,4,47
9.5,82,Yes,7,9,84
8.5,59,Yes,5,8,59
3.5,73,Yes,7,9,54
1.5,99,Yes,7,6,74
2.5,99,No,7,9,80
2.5,41,Yes,8,4,16
4.5,83,Yes,7,3,63
6.5,55,Yes,9,3,47
4.5,58,Yes,9,8,42
9.5,73,No,6,2,69
4.5,88,Yes,4,6,73
6.5,53,Yes,7,9,44
6.5,63,Yes,4,9,52
1.5,67,Yes,4,8,39
8.5,87,No,6,8,81
3.5,71,No,4,1,49
6.5,76,Yes,4,7,64
3.5,49,Yes,9,1,32
2.5,88,Yes,4,9,67
5.5,84,Yes,5,3,70
1.5,87,Yes,7,1,63
9.5,48,No,7,8,50
7.5,63,No,4,7,55
3.5,75,Yes,6,2,58
4.5,95,Yes,5,7,78
6.5,68,Yes,6,5,57
3.5,99,No,6,7,80
7.5,68,Yes,4,10,61
6.5,97,Yes,8,7,89
9.5,87,No,4,2,84
5.5,62,No,9,2,44
4.5,66,Yes,8,7,49
3.5,70,Yes,5,3,51
1.5,82,Yes,8,4,62
3.5,46,Yes,4,7,25
3.5,88,No,4,2,72
7.5,93,No,6,2,82
7.5,84,Yes,4,9,77
1.5,43,No,9,1,18
3.5,53,Yes,4,3,31
8.5,81,No,7,10,79
9.5,81,Yes,7,4,79
7.5,49,Yes,6,5,38
7.5,98,No,8,3,87
8.5,83,No,8,9,78
6.5,73,No,7,5,64
3.5,65,No,9,7,47
1.5,62,No,5,7,39
7.5,48,Yes,9,9,42
1.5,76,Yes,7,2,52
1.5,47,No,9,3,25
9.5,92,Yes,5,4,89
7.5,53,Yes,8,8,51
4.5,46,Yes,7,1,31
6.5,46,Yes,4,9,33
1.5,48,No,5,5,19
7.5,42,Yes,5,4,30
6.5,53,Yes,5,8,42
4.5,56,Yes,8,9,38
7.5,89,Yes,9,3,86
3.5,83,No,6,4,68
1.5,61,Yes,4,1,31
4.5,85,Yes,7,3,70
3.5,65,Yes,9,10,44
1.5,97,No,5,5,73
2.5,67,No,8,8,48
5.5,84,Yes,5,1,70
8.5,53,Yes,9,1,49
1.5,48,No,7,3,21
4.5,90,Yes,4,9,74
4.5,65,No,5,9,50
5.5,41,Yes,8,1,27
7.5,50,Yes,8,4,45
8.5,56,No,6,8,50
6.5,73,Yes,8,2,62
1.5,58,Yes,6,4,29
7.5,78,Yes,4,7,75
3.5,57,No,7,7,34
6.5,52,No,6,5,43
8.5,44,Yes,5,7,40
7.5,89,Yes,9,6,83
6.5,62,Yes,5,2,49
9.5,97,Yes,7,9,96
9.5,95,No,8,5,93
1.5,63,No,9,2,37
1.5,68,No,5,6,38
1.5,87,Yes,9,10,66
8.5,86,Yes,6,5,83
7.5,47,No,7,2,38
3.5,65,Yes,5,10,46
2.5,54,Yes,8,10,35
4.5,96,No,9,7,79
3.5,40,Yes,8,10,19
7.5,67,No,9,2,60
8.5,88,Yes,5,7,83
6.5,86,Yes,7,6,76
3.5,85,Yes,4,4,66
6.5,53,Yes,5,4,41
2.5,81,Yes,8,6,61
7.5,73,No,4,9,68
7.5,98,No,7,10,96
4.5,70,Yes,8,6,57
8.5,45,Yes,7,6,36
4.5,88,No,9,1,74
7.5,44,No,5,5,38
4.5,70,Yes,7,1,54
5.5,76,No,8,9,63
7.5,54,No,5,10,45
3.5,54,No,8,4,37
5.5,91,Yes,8,2,77
3.5,82,No,4,9,61
5.5,44,No,6,6,29
3.5,67,No,7,10,49
7.5,72,No,7,3,63
1.5,50,Yes,4,2,20
9.5,82,No,9,6,81
9.5,45,No,7,10,47
5.5,62,No,4,6,48
9.5,79,Yes,7,9,80
6.5,41,Yes,7,5,28
5.5,54,Yes,8,9,44
3.5,62,No,4,5,44
8.5,61,No,9,2,57
4.5,48,No,7,1,28
3.5,86,Yes,9,9,71
6.5,79,No,6,10,71
8.5,69,No,4,7,62
9.5,55,Yes,4,3,54
6.5,98,No,4,6,88
5.5,85,No,8,10,69
2.5,86,Yes,4,4,62
2.5,91,Yes,8,9,71
9.5,69,Yes,6,2,66
2.5,84,Yes,5,4,62
2.5,48,Yes,8,1,28
3.5,40,No,7,7,23
3.5,98,Yes,4,4,82
4.5,77,No,5,5,61
7.5,47,No,8,1,42
9.5,98,Yes,9,2,99
2.5,98,Yes,9,4,80
4.5,91,No,7,2,78
9.5,57,No,5,1,52
2.5,66,No,6,10,44
1.5,57,Yes,8,1,28
8.5,71,No,9,6,70
9.5,97,Yes,9,2,99
7.5,88,No,8,3,81
8.5,71,No,9,5,69
4.5,92,No,6,3,77
4.5,87,Yes,9,6,73
2.5,84,Yes,8,7,65
8.5,93,No,4,10,88
2.5,75,No,9,6,54
9.5,75,No,8,2,72
4.5,60,Yes,4,9,41
1.5,85,Yes,9,2,59
4.5,71,Yes,9,6,56
3.5,70,Yes,8,9,51
6.5,76,Yes,7,9,65
7.5,55,No,7,2,45
8.5,85,No,5,9,80
2.5,85,No,7,8,66
6.5,53,Yes,6,7,38
6.5,96,No,5,8,86
5.5,63,Yes,7,10,49
7.5,64,Yes,4,8,56
3.5,85,No,8,1,65
4.5,90,No,7,9,75
9.5,74,Yes,4,6,68
4.5,56,Yes,5,1,39
3.5,85,No,8,1,66
2.5,81,Yes,7,7,61
5.5,84,Yes,5,10,73
4.5,93,Yes,7,2,74
8.5,43,No,5,6,35
7.5,50,Yes,7,5,46
6.5,86,Yes,4,5,76
2.5,54,Yes,6,10,29
3.5,69,Yes,4,6,49
9.5,63,Yes,8,8,65
9.5,41,Yes,7,5,43
5.5,82,Yes,6,8,73
3.5,73,No,6,5,53
2.5,62,No,8,10,41
8.5,70,No,8,6,62
6.5,76,Yes,6,8,67
7.5,52,No,8,2,44
1.5,72,No,8,7,50
1.5,46,Yes,7,3,17
2.5,71,No,4,9,47
3.5,46,Yes,9,10,29
1.5,81,Yes,5,7,58
5.5,77,Yes,6,3,63
3.5,91,No,5,8,77
1.5,83,Yes,6,10,57
8.5,52,No,6,2,45
6.5,63,Yes,4,10,50
9.5,67,Yes,6,8,65
3.5,71,No,6,7,53
9.5,82,Yes,4,5,80
9.5,57,No,8,4,53
1.5,73,Yes,9,10,53
3.5,87,Yes,5,10,72
6.5,73,Yes,6,1,60
8.5,90,Yes,4,4,91
4.5,77,Yes,6,6,59
5.5,40,Yes,4,6,26
9.5,82,Yes,5,2,79
6.5,89,Yes,7,9,78
7.5,81,No,8,1,74
7.5,70,No,7,4,62
4.5,89,No,4,4,72
4.5,99,Yes,6,2,83
4.5,40,No,8,8,26
5.5,90,No,5,2,77
5.5,55,Yes,9,2,40
8.5,97,No,8,2,92
9.5,78,Yes,6,1,74
2.5,54,No,7,5,35
7.5,72,No,4,4,65
1.5,62,No,7,2,37
1.5,92,No,8,1,68
4.5,80,No,9,1,64
7.5,73,Yes,6,2,65
2.5,56,No,4,1,30
2.5,64,Yes,6,9,42
1.5,95,No,6,2,71
2.5,81,Yes,9,3,58
7.5,45,No,8,9,37
9.5,70,No,7,5,68
6.5,44,No,6,8,30
2.5,79,No,6,7,59
9.5,79,No,6,6,78
7.5,69,Yes,4,2,61
1.5,44,No,6,4,17
9.5,51,No,6,9,51
2.5,46,Yes,8,7,26
4.5,84,No,6,3,69
9.5,52,No,9,6,53
4.5,88,No,9,8,73
3.5,43,No,6,8,22
1.5,89,No,9,8,64
7.5,81,Yes,8,8,75
6.5,42,No,4,10,25
4.5,51,Yes,9,6,34
6.5,40,No,9,10,30
6.5,66,No,7,3,54
4.5,82,Yes,8,9,69
6.5,89,No,9,3,76
8.5,52,No,4,4,42
3.5,56,Yes,7,10,35
4.5,47,No,6,1,30
1.5,71,No,8,2,45
4.5,59,Yes,9,6,43
9.5,90,Yes,6,1,91
8.5,56,No,8,9,53
4.5,73,No,7,8,56
7.5,74,No,9,2,64
3.5,74,Yes,4,2,57
9.5,77,Yes,8,8,77
4.5,81,No,4,8,63
2.5,63,No,6,1,40
5.5,93,No,6,5,79
2.5,57,Yes,7,2,36
6.5,89,Yes,7,1,75
1.5,85,Yes,5,3,59
6.5,87,No,5,3,73
4.5,78,No,7,10,63
3.5,72,No,9,9,53
2.5,88,Yes,6,10,66
7.5,62,No,4,1,51
9.5,64,Yes,7,2,62
3.5,76,No,9,9,58
6.5,66,Yes,4,5,52
9.5,40,No,5,9,38
2.5,60,No,4,6,41
7.5,98,Yes,7,10,92
5.5,88,No,6,10,78
5.5,49,Yes,7,3,32
7.5,70,No,8,8,62
9.5,83,No,9,9,86
4.5,64,No,9,2,48
9.5,59,Yes,9,9,58
9.5,96,No,8,4,96
4.5,41,Yes,8,8,24
3.5,94,No,6,5,75
2.5,87,No,9,6,68
9.5,54,Yes,7,4,53
2.5,67,No,8,5,51
6.5,52,No,7,1,39
5.5,89,Yes,5,3,77
5.5,99,Yes,9,4,89
4.5,91,No,8,1,74
6.5,93,Yes,8,3,82
5.5,53,Yes,6,4,42
4.5,89,No,7,9,73
9.5,41,Yes,6,3,40
6.5,73,Yes,6,3,63
3.5,74,No,7,4,55
6.5,76,Yes,5,9,69
1.5,64,Yes,7,9,41
5.5,87,No,5,1,73
6.5,93,No,6,8,84
8.5,54,Yes,5,10,50
9.5,51,No,9,1,48
3.5,48,Yes,5,2,28
2.5,97,Yes,5,10,77
4.5,70,Yes,8,5,56
8.5,53,Yes,8,6,50
8.5,68,No,6,2,70
3.5,92,No,7,10,73
4.5,87,Yes,5,5,67
3.5,82,No,9,3,63
2.5,77,Yes,8,7,56
4.5,81,Yes,7,1,66
6.5,99,No,9,5,89
5.5,47,No,5,3,33
3.5,87,Yes,7,2,67
2.5,42,No,9,3,21
9.5,41,Yes,4,10,36
1.5,55,No,9,4,31
9.5,58,No,9,2,55
1.5,69,Yes,5,2,43
7.5,80,No,7,3,68
6.5,55,No,5,2,44
7.5,70,Yes,5,6,61
3.5,93,Yes,4,2,73
3.5,97,Yes,9,1,80
1.5,67,Yes,7,8,42
4.5,43,Yes,6,10,26
2.5,49,Yes,8,4,24
8.5,90,No,5,2,83
3.5,84,Yes,5,4,68
7.5,57,Yes,5,2,49
7.5,86,Yes,5,5,75
9.5,71,No,8,7,71
6.5,69,Yes,6,6,61
1.5,75,Yes,4,2,47
8.5,48,No,6,4,42
1.5,75,No,8,8,51
3.5,68,Yes,7,7,50
5.5,55,No,4,7,41
8.5,67,No,4,4,62
9.5,60,Yes,7,1,57
7.5,86,Yes,9,7,83
9.5,95,Yes,5,6,89
3.5,41,No,8,8,20
5.5,99,Yes,7,5,90
8.5,98,No,6,8,93
1.5,85,Yes,6,10,63
8.5,74,No,9,8,71
7.5,93,Yes,7,9,89
1.5,67,No,8,1,43
6.5,94,Yes,9,3,90
1.5,75,Yes,9,6,52
2.5,70,Yes,9,4,49
5.5,72,No,4,8,60
2.5,62,No,4,10,41
1.5,99,Yes,5,1,72
6.5,80,No,8,5,72
8.5,56,Yes,6,4,51
8.5,85,No,6,1,79
8.5,88,Yes,5,10,85
6.5,40,No,6,6,30
3.5,81,No,9,10,64
1.5,62,No,5,3,35
2.5,87,No,5,5,69
5.5,66,No,7,6,53
5.5,64,Yes,4,4,52
1.5,71,No,8,10,47
1.5,58,No,8,10,33
9.5,63,No,4,6,62
2.5,96,No,9,7,75
7.5,42,Yes,8,2,30
4.5,99,No,6,7,83
7.5,51,No,6,7,44
8.5,74,Yes,8,2,68
5.5,54,Yes,7,3,39
1.5,56,No,8,3,31
4.5,89,Yes,5,1,70
3.5,71,No,9,1,53
5.5,46,No,5,10,34
6.5,58,Yes,4,6,49
2.5,46,No,9,9,24
7.5,44,Yes,9,9,42
3.5,97,Yes,6,1,79
1.5,79,No,9,7,54
3.5,60,No,7,6,40
9.5,87,Yes,8,4,85
6.5,87,No,5,3,71
6.5,90,Yes,6,9,84
4.5,96,Yes,6,10,82
8.5,86,Yes,7,5,83
5.5,46,Yes,7,8,34
7.5,76,No,7,4,65
9.5,62,No,7,4,60
5.5,50,No,5,6,37
5.5,49,No,7,6,37
4.5,96,No,6,3,82
6.5,60,No,6,2,48
2.5,94,Yes,9,9,70
3.5,98,No,8,2,81
1.5,80,Yes,6,9,56
2.5,72,Yes,6,8,55
2.5,59,Yes,5,10,41
8.5,72,No,9,7,71
8.5,79,Yes,6,5,72
2.5,74,No,4,3,48
6.5,73,Yes,6,2,63
5.5,75,No,8,8,60
3.5,66,No,8,2,49
5.5,58,No,9,8,48
5.5,82,No,9,5,73
5.5,44,No,7,9,33
3.5,68,Yes,5,4,48
3.5,95,No,8,8,77
4.5,49,No,4,7,30
7.5,95,Yes,4,8,88
2.5,98,No,7,5,72
4.5,94,No,5,2,76
4.5,79,No,5,7,64
1.5,52,No,9,3,29
8.5,68,No,6,10,65
1.5,44,Yes,4,10,17
8.5,97,No,4,10,90
7.5,97,Yes,4,10,91
9.5,98,No,4,2,92
8.5,51,Yes,8,3,44
5.5,98,Yes,5,4,85
8.5,52,Yes,6,10,48
3.5,61,No,8,7,48
7.5,79,No,5,10,72
4.5,54,Yes,7,1,38
5.5,52,No,4,6,36
9.5,40,No,6,6,39
7.5,93,Yes,5,8,86
4.5,77,No,7,2,59
6.5,82,Yes,4,2,70
7.5,84,No,7,1,75
9.5,92,Yes,7,3,90
4.5,91,No,8,7,81
3.5,40,No,7,8,22
8.5,50,Yes,8,7,46
1.5,97,Yes,9,9,75
9.5,82,No,8,8,78
1.5,79,Yes,7,8,52
2.5,61,Yes,5,2,39
8.5,74,Yes,7,1,70
9.5,99,Yes,7,6,99
7.5,90,Yes,5,7,86
3.5,83,No,4,6,63
7.5,45,Yes,6,7,39
6.5,67,Yes,9,8,58
2.5,70,Yes,4,2,42
3.5,94,Yes,7,1,77
5.5,47,No,4,10,31
4.5,44,Yes,6,8,29
2.5,81,No,4,8,57
4.5,93,No,6,8,78
8.5,87,Yes,4,10,86
5.5,83,Yes,8,7,73
5.5,56,No,7,2,43
3.5,77,No,6,4,57
8.5,48,No,9,9,44
6.5,49,Yes,7,8,39
2.5,59,No,8,4,39
2.5,53,Yes,4,8,31
9.5,53,No,7,10,53
7.5,65,No,4,6,56
9.5,68,Yes,4,9,68
6.5,88,Yes,7,1,79
5.5,66,No,6,6,52
1.5,64,Yes,6,4,40
6.5,55,Yes,7,3,47
6.5,75,No,6,5,68
3.5,73,Yes,5,10,53
3.5,55,Yes,4,8,37
3.5,72,No,7,10,55
3.5,42,No,9,6,26
7.5,62,Yes,8,1,54
2.5,50,Yes,7,6,29
2.5,87,Yes,7,7,65
3.5,97,No,4,6,78
7.5,57,No,8,3,47
3.5,86,Yes,4,9,70
7.5,80,Yes,9,10,75
9.5,83,Yes,6,10,86
4.5,68,No,7,4,50
7.5,98,No,4,5,90
9.5,89,Yes,9,5,89
8.5,44,Yes,9,3,41
8.5,63,Yes,5,2,59
9.5,68,Yes,7,8,64
5.5,68,No,9,7,58
5.5,99,Yes,6,5,88
3.5,65,Yes,4,1,41
5.5,79,No,4,10,68
8.5,42,Yes,5,1,33
5.5,41,Yes,6,8,28
4.5,64,Yes,9,4,48
8.5,58,Yes,5,4,52
7.5,79,Yes,9,9,73
6.5,41,Yes,9,2,32
5.5,58,No,7,5,43
5.5,40,Yes,8,6,29
2.5,66,No,9,6,46
4.5,93,No,4,10,76
8.5,84,No,9,3,82
8.5,94,No,5,10,89
1.5,91,Yes,9,6,68
2.5,88,Yes,4,10,63
5.5,74,Yes,4,10,60
